locality,Year,house price
TRUGANINA,2017,519500.00 
TULLAMARINE,2017,655000.00 
TYABB,2017,510500.00 
TYLDEN,2017,412500.00 
UPPER FERNTREE GULLY,2017,685000.00 
UPWEY,2017,680000.00 
VENTNOR,2017,465000.00 
VENUS BAY,2017,262500.00 
VERMONT,2017,1057500.00 
VERMONT SOUTH,2017,1200500.00 
VIEWBANK,2017,1000000.00 
VIOLET TOWN,2017,217000.00 
WAHGUNYAH,2017,270000.00 
WALKERVILLE,2017,275000.00 
WALLAN,2017,425000.00 
WALLAN EAST,2017,410000.00 
WANDANA HEIGHTS,2017,645000.00 
WANDIN NORTH,2017,665000.00 
WANGARATTA,2017,270000.00 
WANTIRNA,2017,953000.00 
WANTIRNA SOUTH,2017,1005000.00 
WARBURTON,2017,418000.00 
WARNEET,2017,485000.00 
WARRACKNABEAL,2017,113000.00 
WARRAGUL,2017,364000.00 
WARRANDYTE,2017,1042500.00 
WARRANWOOD,2017,945000.00 
WARRNAMBOOL,2017,330000.00 
WATERWAYS,2017,1127500.00 
WATSONIA,2017,835000.00 
WATSONIA NORTH,2017,790000.00 
WATTLE GLEN,2017,620000.00 
WAURN PONDS,2017,530000.00 
WEDDERBURN,2017,155000.00 
WEIR VIEWS,2017,440000.00 
WENDOUREE,2017,267500.00 
WENDOUREE WEST,2017,200000.00 
WERRIBEE,2017,470000.00 
WERRIBEE SOUTH,2017,620000.00 
WESBURN,2017,455000.00 
WEST FOOTSCRAY,2017,890000.00 
WEST MELBOURNE,2017,1370000.00 
WEST WODONGA,2017,321000.00 
WESTALL,2017,765000.00 
WESTGARTH,2017,1383000.00 
WESTMEADOWS,2017,566000.00 
WHEELERS HILL,2017,1160000.00 
WHITE HILLS,2017,300000.00 
WHITTINGTON,2017,316500.00 
WHITTLESEA,2017,469500.00 
WILLAURA,2017,100000.00 
WILLIAMS LANDING,2017,600000.00 
WILLIAMSTOWN,2017,1440000.00 
WILLIAMSTOWN NORTH,2017,1024000.00 
WIMBLEDON HEIGHTS,2017,334000.00 
WINCHELSEA,2017,357000.00 
WINDSOR,2017,1425000.00 
WINTER VALLEY,2017,375000.00 
WODONGA,2017,341500.00 
WOLLERT,2017,530000.00 
WONGA PARK,2017,962500.00 
WONTHAGGI,2017,289000.00 
WOODEND,2017,560000.00 
WOOLAMAI WATERS,2017,418000.00 
WOORI YALLOCK,2017,480000.00 
WY YUNG,2017,328000.00 
WYCHEPROOF,2017,100000.00 
WYE RIVER,2017,718500.00 
WYNDHAM VALE,2017,436000.00 
YACKANDANDAH,2017,446000.00 
YALLAMBIE,2017,781000.00 
YALLOURN NORTH,2017,180000.00 
YARRA GLEN,2017,620000.00 
YARRA JUNCTION,2017,535000.00 
YARRAGON,2017,280000.00 
YARRAM,2017,225000.00 
YARRAVILLE,2017,1000000.00 
YARRAWONGA,2017,324500.00 
YEA,2017,386500.00 
YINNAR,2017,270000.00 
ABBOTSFORD,2018,1192500.00 
ABERFELDIE,2018,1500000.00 
AINTREE,2018,580000.00 
AIREYS INLET,2018,869000.00 
AIRPORT WEST,2018,847500.00 
ALBANVALE,2018,546000.00 
ALBERT PARK,2018,2070000.00 
ALBION,2018,755000.00 
ALEXANDRA,2018,335000.00 
ALFREDTON,2018,439000.00 
ALLANSFORD,2018,245000.00 
ALPHINGTON,2018,1710000.00 
ALTONA,2018,932500.00 
ALTONA EAST,2018,895000.00 
ALTONA MEADOWS,2018,631500.00 
ALTONA NORTH,2018,840000.00 
ANGLESEA,2018,861000.00 
APOLLO BAY,2018,550000.00 
ARARAT,2018,199000.00 
ARDEER,2018,629000.00 
ARMADALE,2018,2341500.00 
ARMSTRONG CREEK,2018,535000.00 
ASCOT (GREATER BENDIGO),2018,380000.00 
ASCOT VALE,2018,1200000.00 
ASHBURTON,2018,1712500.00 
ASHWOOD,2018,1210000.00 
ASPENDALE,2018,980000.00 
ASPENDALE GARDENS,2018,935000.00 
ATTWOOD,2018,750000.00 
AVENEL,2018,349000.00 
AVOCA,2018,220000.00 
AVONDALE HEIGHTS,2018,830000.00 
AVONSLEIGH,2018,540000.00 
BACCHUS MARSH,2018,480000.00 
BADGER CREEK,2018,500000.00 
BAIRNSDALE,2018,276000.00 
BALACLAVA,2018,1196000.00 
BALCOMBE,2018,1240000.00 
BALLAN,2018,462000.00 
BALLARAT CENTRAL,2018,446500.00 
BALLARAT EAST,2018,340000.00 
BALLARAT NORTH,2018,389000.00 
BALNARRING,2018,814500.00 
BALNARRING BEACH,2018,1115000.00 
BALWYN,2018,2420000.00 
BALWYN NORTH,2018,1810000.00 
BANNOCKBURN,2018,487500.00 
BARANDUDA,2018,403500.00 
BARNAWARTHA,2018,280000.00 
BARWON HEADS,2018,965000.00 
BAXTER,2018,542500.00 
BAYSWATER,2018,753000.00 
BAYSWATER NORTH,2018,713000.00 
BEACONSFIELD,2018,730000.00 
BEACONSFIELD UPPER,2018,903500.00 
BEAUFORT,2018,225000.00 
BEAUMARIS,2018,1674000.00 
BEEAC,2018,191500.00 
BEECHWORTH,2018,400000.00 
BELGRAVE,2018,676000.00 
BELGRAVE HEIGHTS,2018,701500.00 
BELGRAVE SOUTH,2018,782500.00 
BELL PARK,2018,452500.00 
BELL POST HILL,2018,487000.00 
BELLBRIDGE,2018,395000.00 
BELLFIELD (BANYULE),2018,879500.00 
BELMONT,2018,545000.00 
BENALLA,2018,284000.00 
BENDIGO,2018,400000.00 
BENTLEIGH,2018,1397500.00 
BENTLEIGH EAST,2018,1205000.00 
BERWICK,2018,691500.00 
BEULAH,2018,120500.00 
BEVERIDGE,2018,552500.00 
BIRCHIP,2018,100000.00 
BIRREGURRA,2018,355000.00 
BITTERN,2018,650000.00 
BLACK HILL,2018,405000.00 
BLACK ROCK,2018,2029000.00 
BLACKBURN,2018,1370500.00 
BLACKBURN NORTH,2018,1038000.00 
BLACKBURN SOUTH,2018,1050000.00 
BLACKWOOD,2018,326500.00 
BLAIRGOWRIE,2018,986000.00 
BLIND BIGHT,2018,546000.00 
BONBEACH,2018,910000.00 
BONNIE DOON,2018,417500.00 
BONSHAW,2018,375000.00 
BOOLARRA,2018,250000.00 
BOORT,2018,180000.00 
BORONIA,2018,742500.00 
BOTANIC RIDGE,2018,730000.00 
BOX HILL,2018,1700000.00 
BOX HILL NORTH,2018,1188000.00 
BOX HILL SOUTH,2018,1285500.00 
BRAYBROOK,2018,719000.00 
BREAKWATER,2018,385000.00 
BRIAGOLONG,2018,264000.00 
BRIAR HILL,2018,880000.00 
BRIGHT,2018,590000.00 
BRIGHTON,2018,2879000.00 
BRIGHTON EAST,2018,1880000.00 
BROADFORD,2018,396500.00 
BROADMEADOWS,2018,575000.00 
BROOKFIELD,2018,491500.00 
BROOKLYN,2018,695000.00 
BROWN HILL,2018,405000.00 
BRUNSWICK,2018,1097500.00 
BRUNSWICK EAST,2018,1170000.00 
BRUNSWICK WEST,2018,1160000.00 
BRUTHEN,2018,261000.00 
BULLEEN,2018,1230000.00 
BUNDALONG,2018,462000.00 
BUNDOORA,2018,730000.00 
BUNINYONG,2018,465000.00 
BUNYIP,2018,550000.00 
BURNLEY,2018,1305000.00 
BURNSIDE,2018,605000.00 
BURNSIDE HEIGHTS,2018,633000.00 
BURWOOD,2018,1320000.00 
BURWOOD EAST,2018,1048000.00 
CAIRNLEA,2018,734000.00 
CALIFORNIA GULLY,2018,275000.00 
CAMBERWELL,2018,2155000.00 
CAMPBELLFIELD,2018,550000.00 
CAMPBELLS CREEK,2018,460500.00 
CAMPERDOWN,2018,235000.00 
CANADIAN,2018,373000.00 
CANN RIVER,2018,126500.00 
CANTERBURY,2018,2536500.00 
CAPE PATERSON,2018,442000.00 
CAPE SCHANCK,2018,845000.00 
CAPEL SOUND,2018,550000.00 
CARISBROOK,2018,232500.00 
CARLTON,2018,1600000.00 
CARLTON NORTH,2018,1445000.00 
CARNEGIE,2018,1445000.00 
CAROLINE SPRINGS,2018,620000.00 
CARRUM,2018,860000.00 
CARRUM DOWNS,2018,575000.00 
CASTERTON,2018,132500.00 
CASTLEMAINE,2018,499000.00 
CAULFIELD,2018,1701000.00 
CAULFIELD EAST,2018,1322500.00 
CAULFIELD NORTH,2018,1960000.00 
CAULFIELD SOUTH,2018,1600000.00 
CHADSTONE,2018,1050000.00 
CHARLEMONT,2018,455000.00 
CHARLTON,2018,150000.00 
CHELSEA,2018,905000.00 
CHELSEA HEIGHTS,2018,778000.00 
CHELTENHAM,2018,1105000.00 
CHELTENHAM EAST,2018,940000.00 
CHELTENHAM NORTH,2018,925000.00 
CHEWTON,2018,435000.00 
CHILTERN,2018,260000.00 
CHIRNSIDE PARK,2018,700000.00 
CHUM CREEK,2018,603000.00 
CHURCHILL,2018,180000.00 
CLARINDA,2018,800000.00 
CLAYTON,2018,1255000.00 
CLAYTON NORTH,2018,1335000.00 
CLAYTON SOUTH,2018,850000.00 
CLIFTON HILL,2018,1360000.00 
CLIFTON SPRINGS,2018,472000.00 
CLUNES,2018,345000.00 
CLYDE,2018,507500.00 
CLYDE NORTH,2018,600000.00 
COBBLEBANK,2018,455500.00 
COBDEN,2018,225000.00 
COBRAM,2018,255000.00 
COBURG,2018,970000.00 
COBURG EAST,2018,841500.00 
COBURG NORTH,2018,814000.00 
COCKATOO,2018,591000.00 
COHUNA,2018,177500.00 
COLAC,2018,320000.00 
COLDSTREAM,2018,660000.00 
COLERAINE,2018,114000.00 
COLLINGWOOD,2018,1110000.00 
CONNEWARRE,2018,1200000.00 
COOLAROO,2018,480000.00 
COONANS HILL,2018,927000.00 
COONGULLA,2018,242000.00 
CORINELLA,2018,450000.00 
CORIO,2018,370000.00 
CORONET BAY,2018,345000.00 
CORRYONG,2018,162500.00 
COWES,2018,540000.00 
COWES WEST,2018,485500.00 
CRAIGIEBURN,2018,547000.00 
CRANBOURNE,2018,540000.00 
CRANBOURNE EAST,2018,574000.00 
CRANBOURNE NORTH,2018,600000.00 
CRANBOURNE WEST,2018,540000.00 
CREMORNE,2018,1420000.00 
CRESWICK,2018,330000.00 
CRIB POINT,2018,555000.00 
CROYDON,2018,787500.00 
CROYDON HILLS,2018,877500.00 
CROYDON NORTH,2018,840000.00 
CROYDON SOUTH,2018,757500.00 
CURLEWIS,2018,495000.00 
DALLAS,2018,490000.00 
DALYSTON,2018,305000.00 
DANDENONG,2018,640000.00 
DANDENONG NORTH,2018,640000.00 
DARLEY,2018,505000.00 
DARTMOOR,2018,125000.00 
DAYLESFORD,2018,550000.00 
DEANSIDE,2018,352500.00 
DEEPDENE,2018,2692500.00 
DEER PARK,2018,580000.00 
DELACOMBE,2018,360000.00 
DELAHEY,2018,575000.00 
DENNINGTON,2018,355000.00 
DERRIMUT,2018,615000.00 
DERRINALLUM,2018,122500.00 
DIAMOND CREEK,2018,782500.00 
DIGGERS REST,2018,500000.00 
DIMBOOLA,2018,130000.00 
DINGLEY VILLAGE,2018,840500.00 
DINNER PLAIN,2018,510000.00 
DONALD,2018,145000.00 
DONCASTER,2018,1300000.00 
DONCASTER EAST,2018,1221500.00 
DONVALE,2018,1182500.00 
DOREEN,2018,601000.00 
DOVETON,2018,542500.00 
DROMANA,2018,785500.00 
DROUIN,2018,455000.00 
DRYSDALE,2018,510000.00 
DUNKELD,2018,297500.00 
DUNOLLY,2018,206500.00 
EAGLE POINT,2018,309000.00 
EAGLEHAWK,2018,315000.00 
EAGLEMONT,2018,1950000.00 
EAST BAIRNSDALE,2018,225000.00 
EAST BENDIGO,2018,318000.00 
EAST GEELONG,2018,637000.00 
EAST MELBOURNE,2018,2675000.00 
EAST WARBURTON,2018,428500.00 
EASTWOOD,2018,385000.00 
ECHUCA,2018,365000.00 
EDENHOPE,2018,147000.00 
EDITHVALE,2018,1047500.00 
EILDON,2018,258000.00 
ELLIMINYT,2018,385000.00 
ELMORE,2018,227500.00 
ELSTERNWICK,2018,1955000.00 
ELTHAM,2018,942500.00 
ELTHAM NORTH,2018,930500.00 
ELWOOD,2018,2140000.00 
EMERALD,2018,730000.00 
ENDEAVOUR HILLS,2018,651000.00 
EPPING,2018,600000.00 
EPSOM,2018,357000.00 
ESSENDON,2018,1666000.00 
ESSENDON NORTH,2018,1092500.00 
ESSENDON WEST,2018,1221000.00 
EUMEMMERRING,2018,622000.00 
EUREKA,2018,315500.00 
EUROA,2018,270000.00 
EYNESBURY,2018,550000.00 
FAIRFIELD,2018,1316000.00 
FAIRHAVEN,2018,1020000.00 
FAWKNER,2018,720000.00 
FERNTREE GULLY,2018,732500.00 
FERNY CREEK,2018,830000.00 
FINGAL,2018,1350000.00 
FITZROY,2018,1450000.00 
FITZROY NORTH,2018,1475000.00 
FIVEWAYS,2018,542500.00 
FLEMINGTON,2018,926500.00 
FLINDERS,2018,1697500.00 
FLORA HILL,2018,352500.00 
FLOWERDALE,2018,390000.00 
FOOTSCRAY,2018,899000.00 
FOREST HILL,2018,935000.00 
FOSTER,2018,333500.00 
FRANKSTON,2018,605000.00 
FRANKSTON NORTH,2018,502000.00 
FRANKSTON SOUTH,2018,855000.00 
FRASER RISE,2018,615000.00 
FYANSFORD,2018,650000.00 
GARDEN CITY,2018,1507500.00 
GARDENVALE,2018,1830000.00 
GARFIELD,2018,540000.00 
GEELONG,2018,750000.00 
GEELONG WEST,2018,711000.00 
GEMBROOK,2018,610000.00 
GISBORNE,2018,770000.00 
GLADSTONE PARK,2018,630000.00 
GLEN HUNTLY,2018,1225000.00 
GLEN IRIS,2018,1940000.00 
GLEN WAVERLEY,2018,1300000.00 
GLENGARRY,2018,300000.00 
GLENROWAN,2018,265000.00 
GLENROY,2018,725000.00 
GOLDEN BEACH,2018,225500.00 
GOLDEN POINT (BALLARAT),2018,347500.00 
GOLDEN SQUARE,2018,334000.00 
GORDON,2018,402500.00 
GOUGHS BAY,2018,345500.00 
GOWANBRAE,2018,727500.00 
GRANTVILLE,2018,402500.00 
GREEN LAKE,2018,270000.00 
GREENSBOROUGH,2018,815000.00 
GREENVALE,2018,720000.00 
GROVEDALE,2018,495000.00 
HADFIELD,2018,740000.00 
HALLAM,2018,630000.00 
HALLS GAP,2018,355000.00 
HAMILTON,2018,225000.00 
HAMLYN HEIGHTS,2018,545000.00 
HAMPTON,2018,1905000.00 
HAMPTON EAST,2018,1230000.00 
HAMPTON PARK,2018,550000.00 
HARKNESS,2018,485000.00 
HASTINGS,2018,519500.00 
HASTINGS WEST,2018,480000.00 
HAWTHORN,2018,2488000.00 
HAWTHORN EAST,2018,2215000.00 
HEALESVILLE,2018,601000.00 
HEATHCOTE,2018,310000.00 
HEATHERTON,2018,935000.00 
HEATHMONT,2018,932000.00 
HEIDELBERG,2018,1107500.00 
HEIDELBERG HEIGHTS,2018,820000.00 
HEIDELBERG WEST,2018,700000.00 
HEPBURN,2018,425000.00 
HEPBURN SPRINGS,2018,490000.00 
HERNE HILL,2018,550000.00 
HEYFIELD,2018,206500.00 
HEYWOOD,2018,166000.00 
HIGHETT,2018,1275000.00 
HIGHTON,2018,681000.00 
HILLSIDE (MELTON),2018,645000.00 
HOPETOUN,2018,86000.00 
HOPPERS CROSSING,2018,552000.00 
HORSHAM,2018,255000.00 
HUGHESDALE,2018,1277500.00 
HUNTINGDALE,2018,1010000.00 
HUNTLY,2018,357500.00 
HURSTBRIDGE,2018,731000.00 
INDENTED HEAD,2018,575500.00 
INGLEWOOD,2018,180000.00 
INVERLEIGH,2018,528500.00 
INVERLOCH,2018,598000.00 
INVERMAY PARK,2018,465000.00 
IRONBARK,2018,320000.00 
IRYMPLE,2018,310000.00 
IVANHOE,2018,1600000.00 
IVANHOE EAST,2018,1914000.00 
JACANA,2018,555000.00 
JACKASS FLAT,2018,310000.00 
JAMIESON,2018,265000.00 
JAN JUC,2018,905000.00 
JEERALANG NORTH,2018,169500.00 
JEPARIT,2018,77000.00 
JUNCTION VILLAGE,2018,509000.00 
JUNORTOUN,2018,506500.00 
KALIMNA,2018,326500.00 
KALKALLO,2018,550000.00 
KALLISTA,2018,737500.00 
KALORAMA,2018,686500.00 
KANGAROO FLAT,2018,325000.00 
KANGAROO GROUND SOUTH,2018,930000.00 
KANIVA,2018,164000.00 
KEALBA,2018,612000.00 
KEILOR,2018,815000.00 
KEILOR DOWNS,2018,664000.00 
KEILOR EAST,2018,830000.00 
KEILOR LODGE,2018,715000.00 
KEILOR PARK,2018,770000.00 
KENNINGTON,2018,383500.00 
KENSINGTON,2018,1020000.00 
KERANG,2018,177000.00 
KEW,2018,2337500.00 
KEW EAST,2018,1800000.00 
KEW NORTH,2018,1852500.00 
KEYSBOROUGH,2018,768000.00 
KIALLA,2018,418000.00 
KILCUNDA,2018,496000.00 
KILLARA (WODONGA),2018,420000.00 
KILMORE,2018,440000.00 
KILSYTH,2018,686000.00 
KILSYTH SOUTH,2018,826000.00 
KINGLAKE,2018,480000.00 
KINGS PARK,2018,550000.00 
KINGSBURY,2018,730000.00 
KINGSVILLE,2018,990000.00 
KNOXFIELD,2018,815000.00 
KOO WEE RUP,2018,510000.00 
KOONDROOK,2018,268000.00 
KOROIT,2018,349000.00 
KORUMBURRA,2018,317500.00 
KURUNJANG,2018,435500.00 
KYABRAM,2018,261000.00 
KYNETON,2018,550000.00 
LAKE BOGA,2018,220000.00 
LAKE GARDENS,2018,575000.00 
LAKE TYERS BEACH,2018,300000.00 
LAKE WENDOUREE,2018,775000.00 
LAKES ENTRANCE,2018,328000.00 
LALOR,2018,625000.00 
LANCEFIELD,2018,456000.00 
LANG LANG,2018,475000.00 
LANGWARRIN,2018,642500.00 
LARA,2018,515000.00 
LARA LAKE,2018,527000.00 
LAUNCHING PLACE,2018,531000.00 
LAVERTON,2018,579000.00 
LAVERTON SOUTH,2018,646000.00 
LEARMONTH,2018,327000.00 
LENEVA,2018,387500.00 
LEONGATHA,2018,360000.00 
LEOPOLD,2018,500500.00 
LILYDALE,2018,708000.00 
LINTON,2018,236500.00 
LISMORE,2018,132500.00 
LOCH SPORT,2018,230000.00 
LOCKINGTON,2018,183000.00 
LONG GULLY,2018,269000.00 
LONGWARRY,2018,408500.00 
LORNE,2018,1275000.00 
LOVELY BANKS,2018,525000.00 
LOWER PLENTY,2018,1055000.00 
LUCAS,2018,395000.00 
LUCKNOW,2018,280000.00 
LYNBROOK,2018,640000.00 
LYNDHURST,2018,695000.00 
LYSTERFIELD,2018,976500.00 
LYSTERFIELD SOUTH,2018,1275000.00 
MACEDON,2018,815000.00 
MACLEOD,2018,920000.00 
MACS COVE,2018,269500.00 
MADDINGLEY,2018,442000.00 
MAFFRA,2018,261500.00 
MAIDEN GULLY,2018,495500.00 
MAIDSTONE,2018,800000.00 
MALDON,2018,420000.00 
MALLACOOTA,2018,290000.00 
MALMSBURY,2018,462000.00 
MALVERN,2018,2661000.00 
MALVERN EAST,2018,1900000.00 
MANANGATANG,2018,82000.00 
MANIFOLD HEIGHTS,2018,785500.00 
MANOR LAKES,2018,526000.00 
MANSFIELD,2018,430000.00 
MARENGO,2018,597500.00 
MARIBYRNONG,2018,1028500.00 
MARONG,2018,365000.00 
MARSHALL,2018,468000.00 
MARYBOROUGH,2018,229500.00 
MARYSVILLE,2018,477500.00 
MCCRAE,2018,847500.00 
MCKENZIE HILL,2018,495000.00 
MCKINNON,2018,1555000.00 
MEADOW HEIGHTS,2018,510000.00 
MELTON,2018,415000.00 
MELTON SOUTH,2018,417000.00 
MELTON WEST,2018,453000.00 
MENTONE,2018,1080000.00 
MENZIES CREEK,2018,760000.00 
MERBEIN,2018,180000.00 
MERINDA PARK,2018,523000.00 
MERNDA,2018,573500.00 
MERRIJIG (MANSFIELD),2018,461000.00 
METUNG,2018,371500.00 
MICKLEHAM,2018,520000.00 
MIDDLE PARK,2018,2650000.00 
MILDURA,2018,281500.00 
MILL PARK,2018,657000.00 
MILLGROVE,2018,411000.00 
MINERS REST,2018,400000.00 
MINYIP,2018,81000.00 
MIRBOO NORTH,2018,307500.00 
MITCHAM,2018,1000000.00 
MITCHELL PARK,2018,304500.00 
MOE,2018,200000.00 
MONBULK,2018,650000.00 
MONT ALBERT,2018,1990000.00 
MONT ALBERT NORTH,2018,1435000.00 
MONTMORENCY,2018,926000.00 
MONTROSE,2018,737500.00 
MOONEE PONDS,2018,1360000.00 
MOORABBIN,2018,1127500.00 
MOOROOLBARK,2018,720000.00 
MOOROOPNA,2018,230000.00 
MORDIALLOC,2018,1046500.00 
MORNINGTON,2018,850000.00 
MORTLAKE,2018,165000.00 
MORWELL,2018,167000.00 
MOUNT BEAUTY,2018,267500.00 
MOUNT CLEAR,2018,379000.00 
MOUNT DANDENONG,2018,647500.00 
MOUNT DUNEED,2018,555000.00 
MOUNT ELIZA,2018,1220000.00 
MOUNT EVELYN,2018,671500.00 
MOUNT HELEN,2018,420000.00 
MOUNT MACEDON,2018,859000.00 
MOUNT MARTHA,2018,1202500.00 
MOUNT PLEASANT,2018,350000.00 
MOUNT WAVERLEY,2018,1320000.00 
MULGRAVE,2018,860000.00 
MURCHISON,2018,225000.00 
MURRUMBEENA,2018,1350000.00 
MURTOA,2018,110000.00 
MYRTLEFORD,2018,295000.00 
NAGAMBIE,2018,385000.00 
NARRE WARREN,2018,615500.00 
NARRE WARREN NORTH,2018,1180000.00 
NARRE WARREN SOUTH,2018,636500.00 
NATHALIA,2018,210000.00 
NATIMUK,2018,158500.00 
NEERIM SOUTH,2018,406500.00 
NELSON,2018,255000.00 
NERRINA,2018,575000.00 
NEW GISBORNE,2018,757500.00 
NEWBOROUGH,2018,250000.00 
NEWCOMB,2018,455000.00 
NEWINGTON,2018,465000.00 
NEWLANDS ARM,2018,367500.00 
NEWPORT,2018,1060000.00 
NEWSTEAD,2018,313000.00 
NEWTOWN (GREATER GEELONG),2018,843000.00 
NHILL,2018,149000.00 
NICHOLS POINT,2018,470000.00 
NIDDRIE,2018,1070000.00 
NOBLE PARK,2018,680000.00 
NOBLE PARK NORTH,2018,660000.00 
NOOJEE,2018,255000.00 
NORLANE,2018,355000.00 
NORTH BENDIGO,2018,310000.00 
NORTH GEELONG,2018,495000.00 
NORTH MELBOURNE,2018,1182500.00 
NORTH WONTHAGGI,2018,369000.00 
NORTHCOTE,2018,1345000.00 
NOTTING HILL,2018,957500.00 
NUMURKAH,2018,225000.00 
NUNAWADING,2018,986000.00 
NYAH WEST,2018,135000.00 
NYORA,2018,340000.00 
OAK PARK,2018,878500.00 
OAKLEIGH,2018,1250000.00 
OAKLEIGH EAST,2018,992500.00 
OAKLEIGH SOUTH,2018,960000.00 
OCEAN GROVE,2018,690000.00 
OFFICER,2018,550000.00 
OFFICER SOUTH,2018,569500.00 
OLINDA,2018,760000.00 
ORBOST,2018,165000.00 
ORMOND,2018,1600000.00 
OSBORNE,2018,757000.00 
OUYEN,2018,93000.00 
PAKENHAM,2018,520000.00 
PARADISE BEACH,2018,199000.00 
PARK ORCHARDS,2018,1480000.00 
PARKDALE,2018,1245000.00 
PARKVILLE,2018,2430000.00 
PASCOE VALE,2018,901000.00 
PASCOE VALE SOUTH,2018,955000.00 
PATTERSON GARDENS,2018,890000.00 
PATTERSON LAKES,2018,1022500.00 
PAYNESVILLE,2018,353000.00 
PEARCEDALE,2018,657500.00 
PENSHURST,2018,165000.00 
PETERBOROUGH,2018,450000.00 
PIONEER BAY,2018,308000.00 
PLENTY,2018,1350000.00 
POINT COOK,2018,631500.00 
POINT LONSDALE,2018,840000.00 
POOWONG,2018,315000.00 
POREPUNKAH,2018,464500.00 
PORT ALBERT,2018,240000.00 
PORT FAIRY,2018,651000.00 
PORT FRANKLIN,2018,257000.00 
PORT MELBOURNE,2018,1488000.00 
PORT WELSHPOOL,2018,295000.00 
PORTARLINGTON,2018,640000.00 
PORTLAND,2018,234500.00 
PORTLAND NORTH,2018,367500.00 
PORTSEA,2018,2180000.00 
PRAHRAN,2018,1578000.00 
PRESTON,2018,980000.00 
PRINCES HILL,2018,1650000.00 
PYRAMID HILL,2018,100000.00 
QUARRY HILL,2018,407500.00 
QUEENSCLIFF,2018,950000.00 
RAINBOW,2018,99000.00 
RAWSON,2018,164000.00 
RAYMOND ISLAND,2018,360000.00 
RED CLIFFS,2018,211500.00 
REDAN,2018,330000.00 
RESEARCH,2018,915000.00 
RESERVOIR,2018,790000.00 
RHYLL,2018,657500.00 
RICHMOND,2018,1311000.00 
RIDDELLS CREEK,2018,675000.00 
RINGWOOD,2018,900000.00 
RINGWOOD EAST,2018,881000.00 
RINGWOOD NORTH,2018,920000.00 
RIPPLESIDE,2018,750000.00 
ROBINVALE,2018,220000.00 
ROCHESTER,2018,236000.00 
ROCKBANK,2018,500000.00 
ROMSEY,2018,550000.00 
ROSANNA,2018,1100000.00 
ROSEBUD,2018,590000.00 
ROSEBUD SOUTH,2018,710000.00 
ROSEDALE,2018,280000.00 
ROWVILLE,2018,840000.00 
ROXBURGH PARK,2018,546000.00 
RUSHWORTH,2018,198000.00 
RUTHERGLEN,2018,270000.00 
RYE,2018,705000.00 
SAFETY BEACH,2018,849000.00 
SAILORS GULLY,2018,290000.00 
SALE,2018,308000.00 
SAN REMO,2018,515000.00 
SANCTUARY LAKES,2018,630000.00 
SANDHURST,2018,837500.00 
SANDRINGHAM,2018,1850000.00 
SANDY POINT,2018,410000.00 
SASSAFRAS,2018,750000.00 
SCORESBY,2018,835000.00 
SEA LAKE,2018,110000.00 
SEABROOK,2018,672500.00 
SEAFORD,2018,695000.00 
SEAHOLME,2018,1015000.00 
SEASPRAY,2018,210000.00 
SEBASTOPOL,2018,289500.00 
SEDDON,2018,1018500.00 
SELBY,2018,637500.00 
SEVILLE,2018,634500.00 
SEVILLE EAST,2018,551500.00 
SEYMOUR,2018,295000.00 
SHEPPARTON,2018,275000.00 
SHEPPARTON NORTH,2018,334000.00 
SHOREHAM,2018,1160000.00 
SILVERLEAVES,2018,721000.00 
SKENES CREEK,2018,580000.00 
SKIPTON,2018,159500.00 
SKYE,2018,611000.00 
SMITHS BEACH,2018,589000.00 
SMYTHESDALE,2018,290000.00 
SOLDIERS HILL,2018,447500.00 
SOMERS,2018,888500.00 
SOMERVILLE,2018,615000.00 
SORRENTO,2018,1377500.00 
SOUTH DUDLEY,2018,270000.00 
SOUTH GEELONG,2018,676000.00 
SOUTH KINGSVILLE,2018,1000000.00 
SOUTH MELBOURNE,2018,1465000.00 
SOUTH MORANG,2018,635000.00 
SOUTH YARRA,2018,1851000.00 
SPOTSWOOD,2018,1080000.00 
SPRING GULLY,2018,400000.00 
SPRINGVALE,2018,780000.00 
SPRINGVALE SOUTH,2018,720000.00 
ST ALBANS,2018,626500.00 
ST ALBANS PARK,2018,450000.00 
ST ANDREWS BEACH,2018,902500.00 
ST ARNAUD,2018,145000.00 
ST HELENA,2018,910000.00 
ST KILDA,2018,1755000.00 
ST KILDA EAST,2018,1620000.00 
ST KILDA WEST,2018,1942500.00 
ST LEONARDS,2018,571500.00 
STANHOPE,2018,161500.00 
STAWELL,2018,190000.00 
STRATFORD,2018,258000.00 
STRATHDALE,2018,420000.00 
STRATHFIELDSAYE,2018,444000.00 
STRATHMERTON,2018,187500.00 
STRATHMORE,2018,1357500.00 
STRATHMORE HEIGHTS,2018,885000.00 
STRATHTULLOH,2018,425000.00 
STUDFIELD,2018,906000.00 
SUNBURY,2018,545000.00 
SUNDERLAND BAY,2018,455000.00 
SUNNYCLIFFS,2018,218000.00 
SUNSET STRIP,2018,390000.00 
SUNSHINE,2018,735000.00 
SUNSHINE NORTH,2018,682500.00 
SUNSHINE WEST,2018,635000.00 
SURF BEACH,2018,480000.00 
SURREY HILLS,2018,1900000.00 
SWAN HILL,2018,267000.00 
SYDENHAM,2018,620000.00 
SYNDAL,2018,1530000.00 
TALLANGATTA,2018,245000.00 
TARNEIT,2018,568500.00 
TATURA,2018,250000.00 
TAWONGA,2018,354000.00 
